Sex,Education,Marriage,Age,Credit_Limit,Current_Bill,Prev_Bill1,Prev_Bill2,Prev_Bill3,Prev_Bill4,Prev_Bill5,Paid_Amt1,Paid_Amt2,Paid_Amt3,Paid_Amt4,Paid_Amt5,Unpaid1,Unpaid2,Unpaid3,Unpaid4,Unpaid5,Default
Male,Graduate,Single,27,120000,117324,91457,94478,74807,76952,0,3500,5390,3200,3500,3000,87957,89088,71607,73452,-3000,0
Male,University,Single,27,20000,7320,7761,631,4481,6481,3465,2000,631,4481,2000,300,5761,0,0,4481,3165,1
Male,University,Single,24,60000,836,836,6842,4603,3884,760,836,6842,1000,117,760,0,0,3603,3767,0,0
Male,High School,Single,28,80000,38151,39227,38318,42614,86966,41950,2000,0,5000,1500,1500,37227,38318,37614,85466,40450,1
Male,High School,Single,30,50000,49631,49641,50355,0,0,0,3000,2000,0,0,0,46641,48355,0,0,0,0
Male,Graduate,Single,25,50000,44477,45425,48559,49065,48057,48942,2000,3134,1640,0,1968,43425,45425,47425,48057,46974,0
Male,University,Single,22,30000,30465,27943,14588,30158,29562,29818,1630,2231,16310,1051,1103,26313,12357,13848,28511,28715,0
Male,University,Single,26,20000,15481,18004,19121,18521,18615,19015,3100,1700,0,700,700,14904,17421,18521,17915,18315,1
Male,University,Single,27,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,Graduate,Single,25,150000,51568,52952,95134,31578,26089,16624,3000,60086,2000,2000,5000,49952,35048,29578,24089,11624,0
Male,University,Married,26,50000,0,0,0,2056,973,973,0,0,2056,973,973,0,0,0,0,0,0
Male,Graduate,Single,28,500000,59646,49412,48060,51132,49348,40652,43018,3030,10022,3064,3022,6394,45030,41110,46284,37630,0
Male,Graduate,Single,27,120000,75896,77931,79384,81367,82321,84336,3900,3300,3900,3200,3500,74031,76084,77467,79121,80836,0
Male,Graduate,Single,27,260000,256324,250666,245741,240132,234520,227149,10000,9000,10340,11500,8042,240666,236741,229792,223020,219107,0
Male,University,Single,23,20000,7130,9455,9159,10000,0,0,2455,0,1000,0,0,7000,9159,9000,0,0,1
Male,University,Single,24,20000,20036,19322,17619,10688,11346,0,0,2000,4000,2033,0,19322,15619,6688,9313,0,0
Male,Graduate,Single,29,200000,33188,10293,55615,37643,47437,38640,11958,73912,37858,47675,38834,-1665,-18297,-215,-238,-194,0
Male,High School,Married,31,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,University,Single,28,160000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,Graduate,Single,28,200000,2006,1823,-2,-2,-90,-90,0,27,88,0,0,1823,-29,-90,-90,-90,0
Male,University,Single,29,90000,85769,87877,89766,63793,24265,25713,3535,3703,2085,1026,2000,84342,86063,61708,23239,23713,0
Male,High School,Single,41,20000,9913,3261,1491,390,390,390,50,1491,2500,390,390,3211,0,-2110,0,0,0
Male,University,Single,36,120000,396,396,396,392,396,396,396,396,392,400,396,0,0,0,-4,0,0
Male,Graduate,Single,35,490000,156021,155635,156094,159376,158235,163963,8030,9071,18944,10000,8030,147605,147023,140432,148235,155933,0
Male,University,Married,38,290000,3137,7999,2948,-6097,11037,17834,8042,2980,2777,17941,10002,-43,-32,-8874,-6904,7832,0
Male,High School,Single,30,160000,275241,280903,272419,0,0,0,8365,9368,0,0,0,272538,263051,0,0,0,0
Male,Graduate,Single,30,220000,84630,87604,89687,90889,91892,93815,5000,5000,4200,4000,4000,82604,84687,86689,87892,89815,0
Male,University,Married,38,290000,116625,118801,99370,84836,82168,80299,5000,3530,3019,2818,3000,113801,95840,81817,79350,77299,0
Male,Graduate,Married,37,360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Male,University,Single,40,120000,58908,53306,50104,43957,43401,37371,1000,3000,0,5000,0,52306,47104,43957,38401,37371,1
Male,Graduate,Single,30,360000,194001,197032,183154,143367,135751,138659,8000,10000,5500,5000,5100,189032,173154,137867,130751,133559,0
Male,High School,Married,33,80000,390,390,390,1936,390,390,390,390,1936,390,390,0,0,0,0,0,1
Male,University,Married,37,420000,3823,149793,56611,77406,79316,73995,150298,10617,25000,3034,3012,-505,45994,52406,76282,70983,0
Male,Graduate,Married,39,360000,12768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,University,Married,45,230000,41414,42420,44234,45684,46653,47779,2000,2500,2500,2000,2000,40420,41734,43184,44653,45779,0
Male,High School,Married,46,50000,51814,53077,51400,0,0,0,2400,0,0,0,0,50677,51400,0,0,0,1
Male,University,Married,48,60000,60924,60089,59828,58217,18527,40334,2400,2800,2000,1110,40621,57689,57028,56217,17417,-287,0
Male,University,Single,30,200000,179273,182624,188541,179380,41060,41258,6657,10000,8000,2000,2000,175967,178541,171380,39060,39258,0
Male,University,Married,30,480000,1309,662,645,32636,27552,1428,668,645,32641,27552,1428,-6,0,-5,0,0,0
Male,High School,Married,32,360000,33597,-1,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,0
Male,Graduate,Married,33,100000,94257,78728,65747,67046,69938,74800,0,3100,3000,4000,6000,78728,62647,64046,65938,68800,1
Male,Graduate,Married,37,150000,22109,10876,10268,5872,3068,2181,10943,10273,5978,3068,2181,-67,-5,-106,0,0,1
Male,High School,Married,39,20000,19831,1391,19037,19939,15110,0,1300,20398,1300,694,0,91,-1361,18639,14416,0,0
Male,Graduate,Married,45,500000,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,Graduate,Married,36,180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,University,Married,29,230000,50845,48170,46987,45669,44510,43084,1768,1769,1635,1660,1544,46402,45218,44034,42850,41540,0
Male,University,Single,43,180000,5904,5715,2378,10396,2527,2173,5739,2385,10427,2534,2179,-24,-7,-31,-7,-6,0
Male,University,Single,29,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Male,Graduate,Married,42,200000,0,581,581,581,581,581,581,581,581,581,581,0,0,0,0,0,1
Male,High School,Married,28,30000,38390,20830,56262,59113,58016,30900,4200,36444,4360,4,2204,16630,19818,54753,58012,28696,0
Male,Graduate,Married,31,20000,4596,5675,8231,2717,4733,1099,1161,2717,0,4733,1099,4514,5514,2717,0,0,1
Male,Graduate,Married,41,110000,80959,80733,80984,80706,80580,77993,3486,2958,2803,2940,2821,77247,78026,77903,77640,75172,0
Male,High School,Married,41,80000,90894,93167,81146,80674,63110,40376,4000,3200,2606,2431,1779,89167,77946,78068,60679,38597,1
Male,University,Married,35,160000,160303,164150,0,0,0,0,8000,0,0,0,0,156150,0,0,0,0,0
Male,University,Single,35,20000,19600,19694,19945,20051,19472,19830,1312,1363,1249,1000,2000,18382,18582,18802,18472,17830,1
Male,High School,Single,30,30000,4318,5096,6353,7092,7972,7702,1000,1500,1000,1000,0,4096,4853,6092,6972,7702,0
Male,University,Married,48,30000,29428,19950,24514,4083,6234,0,1402,10096,4083,6255,0,18548,14418,0,-21,0,0
Male,University,Married,34,150000,52692,54229,55768,56266,54764,58862,3000,3000,2000,0,5000,51229,52768,54266,54764,53862,1
Male,University,Married,31,280000,235937,178376,183488,188165,99133,101547,7000,8000,8000,5000,4003,171376,175488,180165,94133,97544,0
Male,University,Single,33,50000,51210,47140,48478,48173,21134,20403,0,3518,3000,2352,2000,47140,44960,45173,18782,18403,0
Male,University,Married,28,50000,47237,50632,49546,49448,19887,38212,4500,0,1713,1003,699,46132,49546,47735,18884,37513,1
Male,Graduate,Married,34,280000,-2159,5777,7936,2932,6493,4867,7936,2980,29,6493,4867,-2159,4956,2903,0,0,0
Male,University,Married,41,200000,92272,69963,67223,69167,69289,70333,6582,0,2943,2301,2374,63381,67223,66224,66988,67959,0
Male,High School,Married,47,210000,6460,3623,10325,8751,11920,8967,3623,10362,8751,11920,8967,0,-37,0,0,0,1
Male,High School,Married,27,360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,High School,Married,29,50000,47479,46415,50351,49038,28661,30398,0,4690,0,1000,2159,46415,45661,49038,27661,28239,0
Male,University,Single,33,90000,60881,65215,66748,70101,80611,89870,5000,2200,4035,12200,10000,60215,64548,66066,68411,79870,0
Male,University,Married,35,270000,48465,45898,46765,55438,54285,54198,1737,2000,10000,1461,1492,44161,44765,45438,52824,52706,0
Male,High School,Married,44,50000,1261,1261,0,1261,1261,1261,1261,0,2522,1261,1261,0,0,-1261,0,0,0
Male,University,Single,43,80000,70479,71900,0,0,0,0,3300,0,0,0,0,68600,0,0,0,0,0
Male,High School,Married,38,160000,25003,23621,24994,15778,9333,7083,2000,5060,5000,1500,0,21621,19934,10778,7833,7083,0
Male,University,Married,36,200000,75,3707,697,0,2769,1382,3707,697,0,2769,1438,0,0,0,0,-56,0
Male,University,Married,37,30000,19177,20054,20930,21291,20651,22110,1500,1500,1000,0,1801,18554,19430,20291,20651,20309,1
Male,University,Single,32,260000,170276,164617,150188,138975,134225,128321,6200,6000,6000,5006,5006,158417,144188,132975,129219,123315,1
Male,University,Married,34,520000,10000,10000,10000,10317,10000,126247,10000,10000,10317,10000,126247,0,0,0,0,0,0
Male,High School,Married,37,140000,13806,1003,1170,1003,1003,1003,1003,1170,1003,1003,1003,0,0,0,0,0,1
Male,University,Single,34,20000,18351,17706,18831,18334,17280,15582,1304,1429,1608,346,312,16402,17402,16726,16934,15270,1
Male,High School,Married,41,50000,20186,15773,13555,0,0,0,2700,103,0,0,0,13073,13452,0,0,0,1
Male,University,Single,31,50000,8673,10957,17187,6377,6370,1910,5011,10000,10000,6000,0,5946,7187,-3623,370,1910,0
Male,High School,Married,42,170000,191865,186841,183151,170838,80934,80821,7080,8271,5159,2700,2619,179761,174880,165679,78234,78202,0
Male,University,Single,32,180000,45469,39368,9652,10775,1943,13243,5000,2000,3000,1943,13000,34368,7652,7775,0,243,0
Male,University,Married,35,360000,0,0,1300,300,0,598,0,1300,0,0,598,0,0,300,0,0,0
Male,University,Married,39,220000,4949,4724,6478,7412,7886,8358,0,2000,1200,600,600,4724,4478,6212,7286,7758,0
Male,Graduate,Married,48,500000,107595,109605,113409,114191,117285,120388,5000,5571,4152,5000,5000,104605,107838,110039,112285,115388,0
Male,University,Single,36,80000,79673,79353,80107,78323,45985,45434,7100,2600,371,1904,1801,72253,77507,77952,44081,43633,0
Male,University,Married,40,150000,154432,106396,105332,82191,77262,49851,4000,7041,3000,3116,2500,102396,98291,79191,74146,47351,0
Male,High School,Married,47,140000,292,396,792,884,488,1092,500,792,488,0,1000,-104,0,396,488,92,1
Male,University,Single,39,190000,146224,149289,152886,156273,159800,162570,5500,6000,6000,6000,6000,143789,146886,150273,153800,156570,0
Male,Graduate,Single,32,200000,270160,275565,282023,286199,265201,271381,11000,12003,11010,15000,10004,264565,270020,275189,250201,261377,0
Male,Graduate,Single,33,260000,93767,80944,67691,53334,76056,64968,3014,3017,2016,43000,2000,77930,64674,51318,33056,62968,0
Male,Graduate,Single,30,210000,137825,140883,145675,149399,150796,88463,5346,7056,7656,5885,3345,135537,138619,141743,144911,85118,0
Male,University,Married,38,240000,7123,6848,836,2508,1672,836,836,836,2508,0,0,6012,0,0,1672,836,1
Male,Graduate,Married,39,140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Male,Graduate,Married,34,200000,7468,5023,618,605,3098,805,5048,621,608,3114,1003,-25,-3,-3,-16,-198,0
Male,University,Single,35,200000,27784,33877,35420,26609,25392,23367,10000,10000,2000,5000,5000,23877,25420,24609,20392,18367,0
Male,Graduate,Single,41,500000,1296,0,0,0,0,2300,0,0,0,0,2300,0,0,0,0,0,0
Male,University,Married,39,50000,31476,30676,33261,32427,34579,35476,0,3400,0,2700,1600,30676,29861,32427,31879,33876,1
Male,University,Single,38,130000,-470,-470,-470,-470,47296,0,0,0,0,47766,0,-470,-470,-470,-470,0,0
Male,University,Single,31,230000,100074,107085,115039,117144,117429,117560,9000,10000,6000,3405,3000,98085,105039,111144,114024,114560,0
Male,Graduate,Single,34,260000,916,2615,1580,920,730,466,2615,1586,920,730,466,0,-6,0,0,0,0
Male,University,Married,46,260000,57963,262696,247462,252073,195628,199646,247562,9000,8300,6576,7000,15134,238462,243773,189052,192646,0
Male,University,Single,30,160000,750,370,-20,780,0,1470,400,0,800,0,1470,-30,-20,-20,0,0,0
Male,University,Married,40,250000,65087,62216,39814,34374,34768,38830,0,2000,1871,1265,4643,62216,37814,32503,33503,34187,1
Male,Graduate,Single,30,180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,Graduate,Married,32,20000,12720,13451,14786,15532,16767,17104,1250,1554,1300,1500,750,12201,13232,14232,15267,16354,1
Male,Graduate,Married,37,270000,160069,156346,159223,165480,76144,77944,6000,7000,9000,5000,3000,150346,152223,156480,71144,74944,1
Male,Graduate,Married,47,280000,3587,3187,3190,1982,3590,3590,3200,3203,1992,3608,3600,-13,-13,-10,-18,-10,0
Male,University,Single,30,30000,7038,8052,10153,9761,9960,4010,1291,2392,1000,199,80,6761,7761,8761,9761,3930,0
Male,University,Single,36,450000,8012,4009,5226,4715,3275,6422,4021,5241,4729,3284,6441,-12,-15,-14,-9,-19,1
Male,Graduate,Married,33,360000,21936,35331,30580,34985,39585,49735,14000,5000,5000,5000,10150,21331,25580,29985,34585,39585,0
Male,University,Single,36,20000,18458,17334,16768,17539,18775,18586,1450,0,1134,1370,1000,15884,16768,16405,17405,17586,0
Male,High School,Single,40,200000,316,316,316,316,316,316,316,316,316,316,316,0,0,0,0,0,1
Male,Graduate,Married,46,500000,16347,20496,14509,16910,10854,16809,17029,8014,14030,7012,16016,3467,6495,2880,3842,793,0
Male,Graduate,Married,42,200000,-6028,10177,10229,7899,4553,4252,20405,10426,8008,4575,4273,-10228,-197,-109,-22,-21,0
Male,High School,Married,39,450000,28499,13119,9983,4904,45338,51646,1214,3109,4904,45338,7570,11905,6874,0,0,44076,0
Male,University,Single,37,20000,3254,2522,0,780,390,390,2000,0,780,0,390,522,0,0,390,0,1
Male,Graduate,Married,42,500000,9894,1500,14148,28190,7423,3588,1500,14148,20000,0,0,0,0,8190,7423,3588,0
Male,Graduate,Single,31,260000,102350,96133,90183,89846,101034,84152,4033,4000,4005,14066,3017,92100,86183,85841,86968,81135,0
Male,Graduate,Married,38,60000,46389,49808,48736,49525,57564,56517,4200,0,1900,8900,0,45608,48736,47625,48664,56517,1
Male,University,Married,37,10000,8487,9003,0,390,4555,5165,2008,0,390,4555,1000,6995,0,0,0,4165,0
Male,University,Married,34,240000,133272,133373,138006,136195,140860,138787,6000,9583,6000,10000,4974,127373,128423,130195,130860,133813,0
Male,Graduate,Married,43,480000,377420,389573,400693,393892,348733,331930,20000,20000,20005,15000,15000,369573,380693,373887,333733,316930,0
Male,Graduate,Married,38,520000,98615,102085,102762,104865,106947,109507,5102,3800,3803,3822,4277,96983,98962,101062,103125,105230,0
Male,University,Married,42,20000,20745,21431,19745,19943,19235,19245,1373,1386,1189,570,589,20058,18359,18754,18665,18656,1
Male,Graduate,Single,33,180000,3060,1854,3238,2106,1510,1746,1000,2500,0,1000,500,854,738,2106,510,1246,0
Male,University,Married,43,290000,172,1930,1752,3710,3848,4285,1930,0,2000,200,500,0,1752,1710,3648,3785,0
Male,High School,Single,40,50000,43530,43344,46616,48872,19981,16554,2000,4000,4500,2000,1000,41344,42616,44372,17981,15554,1
Male,Graduate,Single,39,500000,297309,290425,286959,278420,291642,286666,10322,13500,10000,30000,12000,280103,273459,268420,261642,274666,0
Male,University,Single,40,100000,95600,87442,60737,66077,68990,70724,15037,5003,8058,8000,3000,72405,55734,58019,60990,67724,0
Male,Graduate,Married,39,300000,20938,21064,26041,18158,18147,45199,21169,26171,18249,18238,45301,-105,-130,-91,-91,-102,0
Male,Graduate,Married,40,130000,62177,60580,65489,66327,64665,68740,0,5900,2500,0,5300,60580,59589,63827,64665,63440,0
Male,Graduate,Married,50,500000,2112,6000,2079,2710,2040,-55,6031,2509,2713,2010,0,-31,-430,-3,30,-55,0
Male,University,Married,55,220000,757,757,3257,757,757,757,757,3257,757,757,757,0,0,0,0,0,0
Male,High School,Married,63,260000,261326,264126,244115,248831,263528,258973,9166,9001,9061,19155,1,254960,235114,239770,244373,258972,0
Male,University,Married,51,50000,40197,41240,37093,32925,26640,22247,2044,2000,1547,2388,944,39196,35093,31378,24252,21303,1
Male,University,Single,55,110000,51716,113395,111693,115073,111811,111719,65668,4267,9455,0,3991,47727,107426,105618,111811,107728,1
Male,Graduate,Married,49,350000,27506,4213,1518,4625,363,858,4213,1529,4713,363,858,0,-11,-88,0,0,0
Male,University,Married,48,180000,1294,1294,1466,1294,2324,264,1294,1466,1294,2324,264,0,0,0,0,0,0
Male,High School,Single,50,120000,118506,118930,125089,122242,119996,122049,4500,9000,1609,5000,5000,114430,116089,120633,114996,117049,0
Male,University,Married,51,460000,326,827,289,44517,36065,6591,831,290,44558,101,6621,-4,-1,-41,35964,-30,1
Male,University,Married,52,250000,29860,29086,33288,32459,34600,36539,0,5000,0,3000,2500,29086,28288,32459,31600,34039,1
Male,University,Married,58,50000,60524,61627,56937,51506,45058,37598,2200,2297,1751,1086,3307,59427,54640,49755,43972,34291,0
Male,Graduate,Married,56,350000,257463,256706,257944,149040,144639,139558,10023,7700,5162,5025,5041,246683,250244,143878,139614,134517,0
Male,High School,Married,52,20000,16049,19967,19368,18759,19131,19533,4519,0,0,683,709,15448,19368,18759,18448,18824,1
Male,University,Married,49,290000,4040,5438,3116,13459,2685,2532,5457,3131,13526,2698,2544,-19,-15,-67,-13,-12,0
Male,Graduate,Married,50,500000,70144,74850,76463,77611,78735,80430,6500,3400,3000,3000,3100,68350,73063,74611,75735,77330,1
Male,Graduate,Single,57,240000,224041,238077,245387,248945,224776,11567,18800,12000,10000,20019,3000,219277,233387,238945,204757,8567,0
Male,University,Single,52,50000,45840,47595,28491,3642,12291,16674,8000,8080,15012,10000,8000,39595,20411,-11370,2291,8674,0
Male,Graduate,Married,50,180000,62782,66114,69436,72560,76169,77988,5000,5000,5000,5000,3000,61114,64436,67560,71169,74988,0
Male,High School,Married,52,500000,30561,38207,18008,29158,11484,103340,38219,18008,29248,11484,103340,-12,0,-90,0,0,0
Male,University,Single,51,110000,110950,69564,51264,51584,49601,50485,2500,2500,1800,1800,2000,67064,48764,49784,47801,48485,0
Male,University,Married,53,500000,-12,1270,4338,1080,2576,6200,1282,4338,1100,2576,1024,-12,0,-20,0,5176,0
Male,University,Married,53,30000,29557,30091,28247,28884,29523,30672,1427,2973,1500,1100,2000,28664,25274,27384,28423,28672,0
Male,Graduate,Married,53,600000,458652,467150,458862,469703,447130,440982,17000,0,18000,16000,16000,450150,458862,451703,431130,424982,1
Male,Graduate,Married,60,80000,49246,53315,47740,50100,0,0,5000,3300,6267,0,0,48315,44440,43833,0,0,0
Male,Graduate,Married,61,270000,15194,16934,18533,8855,3140,5140,2000,2000,2000,1000,2000,14934,16533,6855,2140,3140,0
Male,High School,Single,56,30000,32758,33720,32779,31557,30094,27223,1521,1580,1358,895,1217,32199,31199,30199,29199,26006,0
Female,University,Single,22,20000,9498,9202,10741,12326,11888,9351,0,2000,1800,0,900,9202,8741,10526,11888,8451,1
Female,Graduate,Single,23,20000,19175,19889,17703,18690,19065,19261,1575,1400,1300,643,862,18314,16303,17390,18422,18399,0
Male,High School,Married,56,90000,48900,37039,36334,34214,30789,28994,2000,4000,1100,0,1050,35039,32334,33114,30789,27944,1
Male,University,Married,59,160000,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,0,0,0,0,0,0
Female,University,Single,23,90000,87727,89402,88118,87852,49042,49251,3160,3688,4559,1665,1707,86242,84430,83293,47377,47544,0
Female,University,Single,24,60000,0,948,948,632,316,316,948,0,0,0,316,0,948,632,316,0,1
Female,High School,Single,24,20000,12509,0,0,0,13398,7224,0,0,0,13398,0,0,0,0,0,7224,0
Female,University,Single,25,120000,827,827,827,827,1654,827,827,827,827,1654,0,0,0,0,0,827,0
Female,University,Married,27,20000,19667,15,15,41,10522,12340,0,0,26,19700,2000,15,15,15,-9178,10340,0
Female,University,Single,28,130000,120208,111999,114413,116721,117795,120511,5500,5700,5692,4500,4850,106499,108713,111029,113295,115661,1
Female,University,Single,27,90000,18525,14242,25574,21948,19689,11026,10105,16776,19689,0,5000,4137,8798,2259,19689,6026,0
